,loss,accuracy,context_size,lr,batch_size,epochs,patience,min_delta,gamma,step_size,dropout,time_total_s,val_loss_list,train_loss_list
0,5.72,0.1823365970954694,2,0.009159544393144516,512,120,10,0.0006816366988585599,0.9,5,0.2,13580.084085464478,"[5.7911156112287285, 5.787673142566067, 5.792088703454423, 5.789721244448846, 5.7848500297530805, 5.7808868674491976, 5.784011806864833, 5.779302915789267, 5.782256005551512, 5.777598566032904, 5.779691307930511, 5.77967720168047, 5.776777379789055, 5.774837804972487, 5.777782831586339, 5.770283118263078, 5.766839533572662, 5.772471464915565, 5.766927951206171, 5.766648939642875, 5.763098477100218, 5.766618394924707, 5.76765432036489, 5.76288820542262, 5.763813633161762, 5.762809690861997, 5.7591421951013535, 5.761563078732805, 5.758669745380505, 5.759603542597578, 5.757018805767213, 5.756694152198196, 5.754546239340774, 5.756419531601677, 5.7580089476596585, 5.751958974226815, 5.74972563826837, 5.75314234798815, 5.7517621110689285, 5.753596847917791, 5.745235839019082, 5.749186965992038, 5.74673919290715, 5.749090087115612, 5.749932411071169, 5.7438385736096444, 5.745927515779606, 5.744065665054711, 5.745705802444294, 5.746476436038599, 5.740278233430287, 5.740592913581377, 5.741140951484731, 5.7447440248171, 5.743310177064538, 5.738079146866655, 5.738552185027437, 5.738755832344005, 5.74017843961594, 5.737582091350467, 5.73611571534426, 5.736314664269175, 5.737772207226055, 5.737599852986942, 5.738068212350453, 5.734209376613117, 5.735101712486341, 5.737320485682193, 5.733427755439568, 5.735558118669277, 5.730679682044729, 5.7335986414388955, 5.732971020655221, 5.732856904079014, 5.7341544762017955, 5.73162842977406, 5.729822173661392, 5.731263555879189, 5.73113978913148, 5.732286313165506, 5.730587323871786, 5.729507773308319, 5.727957976479017, 5.729866760491473, 5.728763856834267, 5.727085454297224, 5.728821413927141, 5.729300315432429, 5.727532280531996, 5.728274408562442, 5.726015156784369, 5.729335925237082, 5.725495221117067, 5.726410341360181, 5.726641215859414, 5.7259142552181554, 5.7248447164094465, 5.72530697705248, 5.725403572236353, 5.7262351718589075, 5.724533193996209, 5.725314232328219, 5.724323890110617, 5.723449177982979, 5.724800781062089, 5.723107172190504, 5.723421981834891, 5.724649707415446, 5.723601764656562, 5.722879231736756, 5.722864423740147, 5.722516685800324, 5.722295835591384, 5.722480965609938, 5.722234691509852, 5.721105198400126, 5.721743811266102, 5.721966317504447, 5.723120237382593, 5.722483218963685]","[5.891989854042015, 5.864029403156283, 5.863374728384412, 5.862983988351529, 5.862631278083318, 5.8559648981414565, 5.855603048099385, 5.855228759211791, 5.855312847027274, 5.855120207290658, 5.848929173851055, 5.848607009890223, 5.848658768183247, 5.848509154204952, 5.848125469007844, 5.842620487926231, 5.8422641960864095, 5.842677339750171, 5.842709083891031, 5.8421773858646535, 5.836691767615885, 5.836703851229839, 5.8370316545510885, 5.836857403749289, 5.836930853445745, 5.831729144694028, 5.8317037959327385, 5.831751208840444, 5.831369133719235, 5.831873682784487, 5.8272262588093975, 5.826899721997975, 5.826816947196319, 5.826974765338565, 5.827165035556846, 5.822971377252664, 5.822748434130182, 5.82270675685618, 5.822570077599293, 5.822408011424665, 5.8188068238162085, 5.81875946273176, 5.818868359509277, 5.818447923802476, 5.818458216828122, 5.815078571797576, 5.814756779421079, 5.81531764019502, 5.815022694319322, 5.815175130189795, 5.811941420449994, 5.811824838057085, 5.8111343482537645, 5.812100174254815, 5.8116974573354465, 5.80870699068819, 5.808661707300263, 5.808524300042488, 5.808884330003341, 5.808608386751987, 5.805737983951354, 5.805597942555375, 5.805645513460814, 5.805335320566884, 5.805304852916042, 5.802795431064617, 5.803014372262519, 5.803061031284042, 5.802944260689499, 5.802862123329697, 5.800653652926799, 5.800341180046583, 5.800317463928536, 5.80056450009899, 5.800113062472014, 5.79842473911823, 5.79864828800402, 5.7980824209402435, 5.798017564503489, 5.798344053020271, 5.796268750216647, 5.79679741139493, 5.796723069932936, 5.796517751852566, 5.796604157889787, 5.794441260616327, 5.794464300161749, 5.794790137227545, 5.794868220260187, 5.794541710993036, 5.793061534142373, 5.793185166446794, 5.793248186502232, 5.792922578849144, 5.793382687655036, 5.791492252600543, 5.7917517266158685, 5.7919124390659205, 5.791258014035799, 5.791571713557748, 5.790295756940208, 5.790551183264277, 5.790363121143313, 5.790283365678334, 5.790177137614192, 5.789321073770576, 5.789177188500417, 5.78942742070168, 5.789010794583551, 5.78910752074303, 5.787909598310499, 5.788357161069406, 5.7877969466905235, 5.788137935396586, 5.788155543954266, 5.78710920704841, 5.787057164280467, 5.787210598248953, 5.787116932294899, 5.787067440584687]"
